modele,famille,tache,titre,metrique,nature,valeur,echelle
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,16.05,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,287.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,19.1,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,19.27,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,11.37,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,991.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,9.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,19.3,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,19.3,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,14.67,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,171.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,19.78,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,19.78,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,17.83,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,536.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,22.3,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,22.3,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,16.17,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,287.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,18.9,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,18.99,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,11.33,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,995.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,5.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,16.96,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,16.96,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,12.83,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,171.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,54.3,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,54.26,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-hasard,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,49.8,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,41.84,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-mention-de-parti,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
